member_id,member_class,source_member_id,storey_id,from_level,to_level,support_i,support_j,node_i,node_j,geometric_length_m,section_i_cm,section_j_cm,section_cm,section_evidence_i,section_evidence_j,section_evidence,topology_evidence,source_ledger,source_record_class,connectivity_evidence,validation_state,usage_rule,note
M0G-M-G4-B042,ORDINARY_BEAM,G4-B042,G4,G4,G4,28,29,M0G-F-G4-B042-FROM,M0G-F-G4-B042-TO,5.8250,,,50x20,,,DOC,DOC,data/canonical/STOREY_BEAMS_G4_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G4-B043,ORDINARY_BEAM,G4-B043,G4,G4,G4,29,30,M0G-F-G4-B043-FROM,M0G-F-G4-B043-TO,4.1584,,,50x20,,,DOC,DOC,data/canonical/STOREY_BEAMS_G4_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G4-B044,ORDINARY_BEAM,G4-B044,G4,G4,G4,28,31,M0G-F-G4-B044-FROM,M0G-F-G4-B044-TO,4.3000,,,25x70,,,DOC,DOC,data/canonical/STOREY_BEAMS_G4_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G4-B045,ORDINARY_BEAM,G4-B045,G4,G4,G4,29,32,M0G-F-G4-B045-FROM,M0G-F-G4-B045-TO,4.3500,,,120x20,,,DOC,DOC,data/canonical/STOREY_BEAMS_G4_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,TAV-05S directly labels this in-slab beam class 120x20.
M0G-M-G4-B046,ORDINARY_BEAM,G4-B046,G4,G4,G4,30,33,M0G-F-G4-B046-FROM,M0G-F-G4-B046-TO,3.9655,,,25x70,,,DOC,DOC,data/canonical/STOREY_BEAMS_G4_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G4-B047,ORDINARY_BEAM,G4-B047,G4,G4,G4,31,32,M0G-F-G4-B047-FROM,M0G-F-G4-B047-TO,5.8500,,,25x70,,,DOC,DOC,data/canonical/STOREY_BEAMS_G4_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G4-B048,ORDINARY_BEAM,G4-B048,G4,G4,G4,32,33,M0G-F-G4-B048-FROM,M0G-F-G4-B048-TO,4.5500,,,25x70,,,DOC,DOC,data/canonical/STOREY_BEAMS_G4_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G5-B001,ORDINARY_BEAM,G5-B001,G5,G5,G5,2,3,M0G-F-G5-B001-FROM,M0G-F-G5-B001-TO,4.7000,,,30x50,,,DOC,DOC,data/canonical/STOREY_BEAMS_G5_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G5-B002,ORDINARY_BEAM,G5-B002,G5,G5,G5,3,4,M0G-F-G5-B002-FROM,M0G-F-G5-B002-TO,3.7500,,,30x50,,,DOC,DOC,data/canonical/STOREY_BEAMS_G5_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G5-B003,ORDINARY_BEAM,G5-B003,G5,G5,G5,4,5,M0G-F-G5-B003-FROM,M0G-F-G5-B003-TO,1.5000,,,ND,,,ND,DOC,data/canonical/STOREY_BEAMS_G5_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_SECTION_WATCH,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G5-B004,ORDINARY_BEAM,G5-B004,G5,G5,G5,5,6,M0G-F-G5-B004-FROM,M0G-F-G5-B004-TO,3.7500,,,30x50,,,DOC,DOC,data/canonical/STOREY_BEAMS_G5_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G5-B005,ORDINARY_BEAM,G5-B005,G5,G5,G5,6,7,M0G-F-G5-B005-FROM,M0G-F-G5-B005-TO,4.9000,,,30x50,,,DOC,DOC,data/canonical/STOREY_BEAMS_G5_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G5-B006,ORDINARY_BEAM,G5-B006,G5,G5,G5,2,10,M0G-F-G5-B006-FROM,M0G-F-G5-B006-TO,5.2500,,,30x50,,,DOC,DOC,data/canonical/STOREY_BEAMS_G5_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G5-B007,ORDINARY_BEAM,G5-B007,G5,G5,G5,3,11,M0G-F-G5-B007-FROM,M0G-F-G5-B007-TO,5.2500,,,30x50,,,DOC,DOC,data/canonical/STOREY_BEAMS_G5_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G5-B008,ORDINARY_BEAM,G5-B008,G5,G5,G5,5,13,M0G-F-G5-B008-FROM,M0G-F-G5-B008-TO,4.5722,,,ND,,,ND,DOC,data/canonical/STOREY_BEAMS_G5_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_SECTION_WATCH,ORDINARY_STRUCTURAL_MEMBER,L-offset beam DOC on TAV-06S; preserved as offset polyline.
M0G-M-G5-B009,ORDINARY_BEAM,G5-B009,G5,G5,G5,6,14,M0G-F-G5-B009-FROM,M0G-F-G5-B009-TO,4.3000,,,30x50,,,DOC,DOC,data/canonical/STOREY_BEAMS_G5_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G5-B010,ORDINARY_BEAM,G5-B010,G5,G5,G5,7,15,M0G-F-G5-B010-FROM,M0G-F-G5-B010-TO,4.3000,,,30x50,,,DOC,DOC,data/canonical/STOREY_BEAMS_G5_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G5-B011,ORDINARY_BEAM,G5-B011,G5,G5,G5,10,11,M0G-F-G5-B011-FROM,M0G-F-G5-B011-TO,4.7000,,,ND,,,ND,DOC,data/canonical/STOREY_BEAMS_G5_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_SECTION_WATCH,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G5-B012,ORDINARY_BEAM,G5-B012,G5,G5,G5,11,12,M0G-F-G5-B012-FROM,M0G-F-G5-B012-TO,2.8725,,,ND,,,ND,DOC,data/canonical/STOREY_BEAMS_G5_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_SECTION_WATCH,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G5-B013,ORDINARY_BEAM,G5-B013,G5,G5,G5,13,14,M0G-F-G5-B013-FROM,M0G-F-G5-B013-TO,2.5000,,,30x50,,,DOC,DOC,data/canonical/STOREY_BEAMS_G5_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G5-B014,ORDINARY_BEAM,G5-B014,G5,G5,G5,14,15,M0G-F-G5-B014-FROM,M0G-F-G5-B014-TO,4.9000,,,30x50,,,DOC,DOC,data/canonical/STOREY_BEAMS_G5_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G5-B015,ORDINARY_BEAM,G5-B015,G5,G5,G5,10,18,M0G-F-G5-B015-FROM,M0G-F-G5-B015-TO,4.8760,,,30x50,,,DOC,DOC,data/canonical/STOREY_BEAMS_G5_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G5-B016,ORDINARY_BEAM,G5-B016,G5,G5,G5,11,20,M0G-F-G5-B016-FROM,M0G-F-G5-B016-TO,4.4182,,,30x50,,,DOC,DOC,data/canonical/STOREY_BEAMS_G5_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G5-B017,ORDINARY_BEAM,G5-B017,G5,G5,G5,12,19,M0G-F-G5-B017-FROM,M0G-F-G5-B017-TO,5.8406,,,ND,,,ND,DOC,data/canonical/STOREY_BEAMS_G5_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_SECTION_WATCH,ORDINARY_STRUCTURAL_MEMBER,Diagonal beam DOC on TAV-06S; complete section not mapped to labelled TAV-06A family.
M0G-M-G5-B018,ORDINARY_BEAM,G5-B018,G5,G5,G5,18,19,M0G-F-G5-B018-FROM,M0G-F-G5-B018-TO,3.8677,,,ND,,,ND,DOC,data/canonical/STOREY_BEAMS_G5_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_SECTION_WATCH,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G5-B019,ORDINARY_BEAM,G5-B019,G5,G5,G5,19,20,M0G-F-G5-B019-FROM,M0G-F-G5-B019-TO,0.4500,,,ND,,,ND,DOC,data/canonical/STOREY_BEAMS_G5_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_SECTION_WATCH,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G5-B020,ORDINARY_BEAM,G5-B020,G5,G5,G5,13,21,M0G-F-G5-B020-FROM,M0G-F-G5-B020-TO,5.6000,,,ND,,,ND,DOC,data/canonical/STOREY_BEAMS_G5_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_SECTION_WATCH,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G5-B021,ORDINARY_BEAM,G5-B021,G5,G5,G5,14,22,M0G-F-G5-B021-FROM,M0G-F-G5-B021-TO,5.5500,,,30x50,,,DOC,DOC,data/canonical/STOREY_BEAMS_G5_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G5-B022,ORDINARY_BEAM,G5-B022,G5,G5,G5,15,23,M0G-F-G5-B022-FROM,M0G-F-G5-B022-TO,5.9211,,,30x50,,,DOC,DOC,data/canonical/STOREY_BEAMS_G5_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G5-B023,ORDINARY_BEAM,G5-B023,G5,G5,G5,19,25,M0G-F-G5-B023-FROM,M0G-F-G5-B023-TO,3.7818,,,ND,,,ND,DOC,data/canonical/STOREY_BEAMS_G5_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_SECTION_WATCH,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G5-B024,ORDINARY_BEAM,G5-B024,G5,G5,G5,21,22,M0G-F-G5-B024-FROM,M0G-F-G5-B024-TO,2.5000,,,ND,,,ND,DOC,data/canonical/STOREY_BEAMS_G5_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_SECTION_WATCH,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G5-B025,ORDINARY_BEAM,G5-B025,G5,G5,G5,22,22',M0G-F-G5-B025-FROM,M0G-F-G5-B025-TO,0.7800,,,ND,,,ND,DOC,data/canonical/STOREY_BEAMS_G5_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_SECTION_WATCH,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G5-B026,ORDINARY_BEAM,G5-B026,G5,G5,G5,22',23,M0G-F-G5-B026-FROM,M0G-F-G5-B026-TO,3.7313,,,ND,,,ND,DOC,data/canonical/STOREY_BEAMS_G5_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_SECTION_WATCH,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G5-B027,ORDINARY_BEAM,G5-B027,G5,G5,G5,21,26,M0G-F-G5-B027-FROM,M0G-F-G5-B027-TO,1.8000,,,ND,,,ND,DOC,data/canonical/STOREY_BEAMS_G5_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_SECTION_WATCH,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G5-B028,ORDINARY_BEAM,G5-B028,G5,G5,G5,22',27,M0G-F-G5-B028-FROM,M0G-F-G5-B028-TO,1.7000,,,ND,,,ND,DOC,data/canonical/STOREY_BEAMS_G5_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_SECTION_WATCH,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G5-B029,ORDINARY_BEAM,G5-B029,G5,G5,G5,25,26,M0G-F-G5-B029-FROM,M0G-F-G5-B029-TO,5.8500,,,30x50,,,DOC,DOC,data/canonical/STOREY_BEAMS_G5_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G5-B030,ORDINARY_BEAM,G5-B030,G5,G5,G5,26,27,M0G-F-G5-B030-FROM,M0G-F-G5-B030-TO,3.6800,,,30x50,,,DOC,DOC,data/canonical/STOREY_BEAMS_G5_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G5-B031,ORDINARY_BEAM,G5-B031,G5,G5,G5,25,28,M0G-F-G5-B031-FROM,M0G-F-G5-B031-TO,3.0500,,,ND,,,ND,DOC,data/canonical/STOREY_BEAMS_G5_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_SECTION_WATCH,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G5-B032,ORDINARY_BEAM,G5-B032,G5,G5,G5,26,29,M0G-F-G5-B032-FROM,M0G-F-G5-B032-TO,3.1500,,,ND,,,ND,DOC,data/canonical/STOREY_BEAMS_G5_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_SECTION_WATCH,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G5-B033,ORDINARY_BEAM,G5-B033,G5,G5,G5,27,30,M0G-F-G5-B033-FROM,M0G-F-G5-B033-TO,3.1267,,,ND,,,ND,DOC,data/canonical/STOREY_BEAMS_G5_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_SECTION_WATCH,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G5-B034,ORDINARY_BEAM,G5-B034,G5,G5,G5,28,29,M0G-F-G5-B034-FROM,M0G-F-G5-B034-TO,5.8500,,,30x50,,,DOC,DOC,data/canonical/STOREY_BEAMS_G5_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G5-B035,ORDINARY_BEAM,G5-B035,G5,G5,G5,29,30,M0G-F-G5-B035-FROM,M0G-F-G5-B035-TO,4.1334,,,30x50,,,DOC,DOC,data/canonical/STOREY_BEAMS_G5_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,
M0G-M-G5-B036,ORDINARY_BEAM,G5-B036,G5,G5,G5,19,26,M0G-F-G5-B036-FROM,M0G-F-G5-B036-TO,7.0387,,,30x50,,,DOC,DOC,data/canonical/STOREY_BEAMS_G5_v1.csv,ORDINARY_BEAM,INF_FROM_CANONICAL_FACE_NODES,CURRENT_WITH_PROVENANCE,ORDINARY_STRUCTURAL_MEMBER,TAV-06A explicitly labels endpoints 19 and 26 and section 30x50.
M0G-M-COL-001,COLUMN_SEGMENT,COL-001,G1-G2,G1,G2,1,1,M0G-C-G1-1,M0G-C-G2-1,3.2000,40x50,40x45,,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_CONTINUITY_G1_G4,data/canonical/VERTICAL_COLUMN_SEGMENTS_CURRENT_v1.csv,VERTICAL_COLUMN_SEGMENT,DOC_CONTINUITY_PLUS_INF_CORE_NODE_BINDING,CURRENT,ORDINARY_STRUCTURAL_MEMBER,Endpoint sections retained separately; no interpolation or cross-storey section copy.
M0G-M-COL-002,COLUMN_SEGMENT,COL-002,G1-G2,G1,G2,2,2,M0G-C-G1-2,M0G-C-G2-2,3.2000,50x40,45x40,,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_CONTINUITY_G1_G4,data/canonical/VERTICAL_COLUMN_SEGMENTS_CURRENT_v1.csv,VERTICAL_COLUMN_SEGMENT,DOC_CONTINUITY_PLUS_INF_CORE_NODE_BINDING,CURRENT,ORDINARY_STRUCTURAL_MEMBER,Endpoint sections retained separately; no interpolation or cross-storey section copy.
M0G-M-COL-003,COLUMN_SEGMENT,COL-003,G1-G2,G1,G2,3,3,M0G-C-G1-3,M0G-C-G2-3,3.2000,60x40,45x40,,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_CONTINUITY_G1_G4,data/canonical/VERTICAL_COLUMN_SEGMENTS_CURRENT_v1.csv,VERTICAL_COLUMN_SEGMENT,DOC_CONTINUITY_PLUS_INF_CORE_NODE_BINDING,CURRENT,ORDINARY_STRUCTURAL_MEMBER,Endpoint sections retained separately; no interpolation or cross-storey section copy.
M0G-M-COL-004,COLUMN_SEGMENT,COL-004,G1-G2,G1,G2,4,4,M0G-C-G1-4,M0G-C-G2-4,3.2000,40x50,40x45,,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_CONTINUITY_G1_G4,data/canonical/VERTICAL_COLUMN_SEGMENTS_CURRENT_v1.csv,VERTICAL_COLUMN_SEGMENT,DOC_CONTINUITY_PLUS_INF_CORE_NODE_BINDING,CURRENT,ORDINARY_STRUCTURAL_MEMBER,Endpoint sections retained separately; no interpolation or cross-storey section copy.
M0G-M-COL-005,COLUMN_SEGMENT,COL-005,G1-G2,G1,G2,5,5,M0G-C-G1-5,M0G-C-G2-5,3.2000,40x50,40x45,,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_CONTINUITY_G1_G4,data/canonical/VERTICAL_COLUMN_SEGMENTS_CURRENT_v1.csv,VERTICAL_COLUMN_SEGMENT,DOC_CONTINUITY_PLUS_INF_CORE_NODE_BINDING,CURRENT,ORDINARY_STRUCTURAL_MEMBER,Endpoint sections retained separately; no interpolation or cross-storey section copy.
M0G-M-COL-006,COLUMN_SEGMENT,COL-006,G1-G2,G1,G2,6,6,M0G-C-G1-6,M0G-C-G2-6,3.2000,50x40,45x40,,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_CONTINUITY_G1_G4,data/canonical/VERTICAL_COLUMN_SEGMENTS_CURRENT_v1.csv,VERTICAL_COLUMN_SEGMENT,DOC_CONTINUITY_PLUS_INF_CORE_NODE_BINDING,CURRENT,ORDINARY_STRUCTURAL_MEMBER,Endpoint sections retained separately; no interpolation or cross-storey section copy.
M0G-M-COL-007,COLUMN_SEGMENT,COL-007,G1-G2,G1,G2,7,7,M0G-C-G1-7,M0G-C-G2-7,3.2000,50x40,45x40,,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_CONTINUITY_G1_G4,data/canonical/VERTICAL_COLUMN_SEGMENTS_CURRENT_v1.csv,VERTICAL_COLUMN_SEGMENT,DOC_CONTINUITY_PLUS_INF_CORE_NODE_BINDING,CURRENT,ORDINARY_STRUCTURAL_MEMBER,Endpoint sections retained separately; no interpolation or cross-storey section copy.
M0G-M-COL-008,COLUMN_SEGMENT,COL-008,G1-G2,G1,G2,8,8,M0G-C-G1-8,M0G-C-G2-8,3.2000,40x50,40x45,,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_CONTINUITY_G1_G4,data/canonical/VERTICAL_COLUMN_SEGMENTS_CURRENT_v1.csv,VERTICAL_COLUMN_SEGMENT,DOC_CONTINUITY_PLUS_INF_CORE_NODE_BINDING,CURRENT,ORDINARY_STRUCTURAL_MEMBER,Endpoint sections retained separately; no interpolation or cross-storey section copy.
M0G-M-COL-009,COLUMN_SEGMENT,COL-009,G1-G2,G1,G2,9,9,M0G-C-G1-9,M0G-C-G2-9,3.2000,40x50,40x45,,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_CONTINUITY_G1_G4,data/canonical/VERTICAL_COLUMN_SEGMENTS_CURRENT_v1.csv,VERTICAL_COLUMN_SEGMENT,DOC_CONTINUITY_PLUS_INF_CORE_NODE_BINDING,CURRENT,ORDINARY_STRUCTURAL_MEMBER,Endpoint sections retained separately; no interpolation or cross-storey section copy.
M0G-M-COL-010,COLUMN_SEGMENT,COL-010,G1-G2,G1,G2,10,10,M0G-C-G1-10,M0G-C-G2-10,3.2000,50x40,50x35,,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_CONTINUITY_G1_G4,data/canonical/VERTICAL_COLUMN_SEGMENTS_CURRENT_v1.csv,VERTICAL_COLUMN_SEGMENT,DOC_CONTINUITY_PLUS_INF_CORE_NODE_BINDING,CURRENT,ORDINARY_STRUCTURAL_MEMBER,Endpoint sections retained separately; no interpolation or cross-storey section copy.
M0G-M-COL-011,COLUMN_SEGMENT,COL-011,G1-G2,G1,G2,11,11,M0G-C-G1-11,M0G-C-G2-11,3.2000,50x40,50x35,,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_CONTINUITY_G1_G4,data/canonical/VERTICAL_COLUMN_SEGMENTS_CURRENT_v1.csv,VERTICAL_COLUMN_SEGMENT,DOC_CONTINUITY_PLUS_INF_CORE_NODE_BINDING,CURRENT,ORDINARY_STRUCTURAL_MEMBER,Endpoint sections retained separately; no interpolation or cross-storey section copy.
M0G-M-COL-012,COLUMN_SEGMENT,COL-012,G1-G2,G1,G2,12,12,M0G-C-G1-12,M0G-C-G2-12,3.2000,40x50,35x50,,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_CONTINUITY_G1_G4,data/canonical/VERTICAL_COLUMN_SEGMENTS_CURRENT_v1.csv,VERTICAL_COLUMN_SEGMENT,DOC_CONTINUITY_PLUS_INF_CORE_NODE_BINDING,CURRENT,ORDINARY_STRUCTURAL_MEMBER,Endpoint sections retained separately; no interpolation or cross-storey section copy.
M0G-M-COL-013,COLUMN_SEGMENT,COL-013,G1-G2,G1,G2,13,13,M0G-C-G1-13,M0G-C-G2-13,3.2000,50x40,50x35,,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_CONTINUITY_G1_G4,data/canonical/VERTICAL_COLUMN_SEGMENTS_CURRENT_v1.csv,VERTICAL_COLUMN_SEGMENT,DOC_CONTINUITY_PLUS_INF_CORE_NODE_BINDING,CURRENT,ORDINARY_STRUCTURAL_MEMBER,Endpoint sections retained separately; no interpolation or cross-storey section copy.
M0G-M-COL-014,COLUMN_SEGMENT,COL-014,G1-G2,G1,G2,14,14,M0G-C-G1-14,M0G-C-G2-14,3.2000,50x40,50x35,,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_CONTINUITY_G1_G4,data/canonical/VERTICAL_COLUMN_SEGMENTS_CURRENT_v1.csv,VERTICAL_COLUMN_SEGMENT,DOC_CONTINUITY_PLUS_INF_CORE_NODE_BINDING,CURRENT,ORDINARY_STRUCTURAL_MEMBER,Endpoint sections retained separately; no interpolation or cross-storey section copy.
M0G-M-COL-015,COLUMN_SEGMENT,COL-015,G1-G2,G1,G2,15,15,M0G-C-G1-15,M0G-C-G2-15,3.2000,50x40,50x35,,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_CONTINUITY_G1_G4,data/canonical/VERTICAL_COLUMN_SEGMENTS_CURRENT_v1.csv,VERTICAL_COLUMN_SEGMENT,DOC_CONTINUITY_PLUS_INF_CORE_NODE_BINDING,CURRENT,ORDINARY_STRUCTURAL_MEMBER,Endpoint sections retained separately; no interpolation or cross-storey section copy.
M0G-M-COL-016,COLUMN_SEGMENT,COL-016,G1-G2,G1,G2,16,16,M0G-C-G1-16,M0G-C-G2-16,3.2000,50x40,40x45,,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_CONTINUITY_G1_G4,data/canonical/VERTICAL_COLUMN_SEGMENTS_CURRENT_v1.csv,VERTICAL_COLUMN_SEGMENT,DOC_CONTINUITY_PLUS_INF_CORE_NODE_BINDING,CURRENT,ORDINARY_STRUCTURAL_MEMBER,Endpoint sections retained separately; no interpolation or cross-storey section copy.
M0G-M-COL-017,COLUMN_SEGMENT,COL-017,G1-G2,G1,G2,17,17,M0G-C-G1-17,M0G-C-G2-17,3.2000,50x40,40x45,,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_CONTINUITY_G1_G4,data/canonical/VERTICAL_COLUMN_SEGMENTS_CURRENT_v1.csv,VERTICAL_COLUMN_SEGMENT,DOC_CONTINUITY_PLUS_INF_CORE_NODE_BINDING,CURRENT,ORDINARY_STRUCTURAL_MEMBER,Endpoint sections retained separately; no interpolation or cross-storey section copy.
M0G-M-COL-018,COLUMN_SEGMENT,COL-018,G1-G2,G1,G2,18,18,M0G-C-G1-18,M0G-C-G2-18,3.2000,110x30,30x110,,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_CONTINUITY_G1_G4,data/canonical/VERTICAL_COLUMN_SEGMENTS_CURRENT_v1.csv,VERTICAL_COLUMN_SEGMENT,DOC_CONTINUITY_PLUS_INF_CORE_NODE_BINDING,CURRENT,ORDINARY_STRUCTURAL_MEMBER,Endpoint sections retained separately; no interpolation or cross-storey section copy.
