entity,property,value,sources,evStatus,resolution,conflict,decisionNeeded,rule,group
N019,z_G4,"9.60m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N020,z_G4,"9.60m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N021,z_G4,"9.60m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N022,z_G4,"9.60m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N023,z_G4,"9.60m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N024,z_G4,"9.60m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N025,z_G4,"9.60m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N026,z_G4,"9.60m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N027,z_G4,"9.60m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N028,z_G4,"9.60m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N029,z_G4,"9.60m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N030,z_G4,"9.60m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N031,z_G4,"9.60m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N032,z_G4,"9.60m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N033,z_G4,"9.60m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N034,z_G4,"9.60m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N035,z_G4,"9.60m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N036,z_G4,"9.60m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N037,z_G4,"9.60m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N038,z_G4,"9.60m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N039,z_G4,"9.60m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N040,z_G4,"9.60m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N041,z_G4,"9.60m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N042,z_G4,"9.60m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N043,z_G4,"9.60m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N044,z_G4,"9.60m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N045,z_G4,"9.60m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N046,z_G4,"9.60m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N047,z_G4,"9.60m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N048,z_G4,"9.60m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N049,z_G4,"9.60m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N050,z_G4,"9.60m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N051,z_G4,"9.60m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N052,z_G4,"9.60m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N053,z_G4,"9.60m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N054,z_G4,"9.60m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N055,z_G4,"9.60m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N056,z_G4,"9.60m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N057,z_G4,"9.60m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N001,z_G5,"12.80m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N002,z_G5,"12.80m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N003,z_G5,"12.80m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N004,z_G5,"12.80m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N005,z_G5,"12.80m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N006,z_G5,"12.80m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N007,z_G5,"12.80m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N008,z_G5,"12.80m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N009,z_G5,"12.80m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N010,z_G5,"12.80m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N011,z_G5,"12.80m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N012,z_G5,"12.80m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N013,z_G5,"12.80m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N014,z_G5,"12.80m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N015,z_G5,"12.80m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N016,z_G5,"12.80m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N017,z_G5,"12.80m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N018,z_G5,"12.80m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N019,z_G5,"12.80m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N020,z_G5,"12.80m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N021,z_G5,"12.80m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N022,z_G5,"12.80m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N023,z_G5,"12.80m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N024,z_G5,"12.80m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N025,z_G5,"12.80m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N026,z_G5,"12.80m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N027,z_G5,"12.80m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N028,z_G5,"12.80m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N029,z_G5,"12.80m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N030,z_G5,"12.80m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N031,z_G5,"12.80m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N032,z_G5,"12.80m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N033,z_G5,"12.80m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N034,z_G5,"12.80m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N035,z_G5,"12.80m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N036,z_G5,"12.80m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N037,z_G5,"12.80m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N038,z_G5,"12.80m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N039,z_G5,"12.80m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N040,z_G5,"12.80m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N041,z_G5,"12.80m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N042,z_G5,"12.80m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N043,z_G5,"12.80m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N044,z_G5,"12.80m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N045,z_G5,"12.80m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N046,z_G5,"12.80m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N047,z_G5,"12.80m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N048,z_G5,"12.80m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N049,z_G5,"12.80m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N050,z_G5,"12.80m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N051,z_G5,"12.80m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N052,z_G5,"12.80m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N053,z_G5,"12.80m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N054,z_G5,"12.80m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N055,z_G5,"12.80m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N056,z_G5,"12.80m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
N057,z_G5,"12.80m","storey_height_status.csv (RIF, interpiano 3.20m)",RIF,DERIVED_BY_RULE,"","Verify Z origin and absolute elevations on original drawings","Interpiano 3.20m × level index (assumes Z=0 at G1 ground)",quote_Z
C001,connessione,"N001 ↔ N008 (1376.3mm, H)","tav5_topology_connections_v07.csv",INF_DA_QUOTARE,SINGLE_SOURCE,"","Verify connection on original drawings (TAV.5)","",connessioni
C002,connessione,"N001 ↔ N002 (3416.3mm, H)","tav5_topology_connections_v07.csv",INF_DA_QUOTARE,SINGLE_SOURCE,"","Verify connection on original drawings (TAV.5)","",connessioni
C003,connessione,"N001 ↔ N093 (873.8mm)","tav5_topology_connections_v07.csv",INF_DA_QUOTARE,INVALID_REFERENCE,"Node(s) N093 not in 57-node topology","Topology file incomplete — recover ABACO_TOPOLOGICO_TAV5_v11.csv or equivalent","",connessioni
C004,connessione,"N006 ↔ N083 (1843.2mm)","tav5_topology_connections_v07.csv",INF_DA_QUOTARE,INVALID_REFERENCE,"Node(s) N083 not in 57-node topology","Topology file incomplete — recover ABACO_TOPOLOGICO_TAV5_v11.csv or equivalent","",connessioni
C005,connessione,"N016 ↔ N089 (1167.6mm)","tav5_topology_connections_v07.csv",INF_DA_QUOTARE,INVALID_REFERENCE,"Node(s) N089 not in 57-node topology","Topology file incomplete — recover ABACO_TOPOLOGICO_TAV5_v11.csv or equivalent","",connessioni
C006,connessione,"N089 ↔ N093 (509.7mm)","tav5_topology_connections_v07.csv",INF_DA_QUOTARE,INVALID_REFERENCE,"Node(s) N089, N093 not in 57-node topology","Topology file incomplete — recover ABACO_TOPOLOGICO_TAV5_v11.csv or equivalent","",connessioni
C007,connessione,"N090 ↔ N110 (3932.6mm)","tav5_topology_connections_v07.csv",INF_DA_QUOTARE,INVALID_REFERENCE,"Node(s) N090, N110 not in 57-node topology","Topology file incomplete — recover ABACO_TOPOLOGICO_TAV5_v11.csv or equivalent","",connessioni
C008,connessione,"N001 ↔ N110 (3678.7mm)","tav5_topology_connections_v07.csv",INF_DA_QUOTARE,INVALID_REFERENCE,"Node(s) N110 not in 57-node topology","Topology file incomplete — recover ABACO_TOPOLOGICO_TAV5_v11.csv or equivalent","",connessioni
C009,connessione,"N002 ↔ N077 (905.1mm)","tav5_topology_connections_v07.csv",INF_DA_QUOTARE,INVALID_REFERENCE,"Node(s) N077 not in 57-node topology","Topology file incomplete — recover ABACO_TOPOLOGICO_TAV5_v11.csv or equivalent","",connessioni
C010,connessione,"N005 ↔ N042 (1786.1mm, V)","tav5_topology_connections_v07.csv",INF_DA_QUOTARE,SINGLE_SOURCE,"","Verify connection on original drawings (TAV.5)","",connessioni
C011,connessione,"N002 ↔ N033 (1148.4mm, V)","tav5_topology_connections_v07.csv",INF_DA_QUOTARE,SINGLE_SOURCE,"","Verify connection on original drawings (TAV.5)","",connessioni
C012,connessione,"N042 ↔ N087 (1214.6mm)","tav5_topology_connections_v07.csv",INF_DA_QUOTARE,INVALID_REFERENCE,"Node(s) N087 not in 57-node topology","Topology file incomplete — recover ABACO_TOPOLOGICO_TAV5_v11.csv or equivalent","",connessioni
C013,connessione,"N042 ↔ N084 (2200.8mm)","tav5_topology_connections_v07.csv",INF_DA_QUOTARE,INVALID_REFERENCE,"Node(s) N084 not in 57-node topology","Topology file incomplete — recover ABACO_TOPOLOGICO_TAV5_v11.csv or equivalent","",connessioni
C014,connessione,"N090 ↔ N116 (4755.3mm)","tav5_topology_connections_v07.csv",INF_DA_QUOTARE,INVALID_REFERENCE,"Node(s) N090, N116 not in 57-node topology","Topology file incomplete — recover ABACO_TOPOLOGICO_TAV5_v11.csv or equivalent","",connessioni
C015,connessione,"N003 ↔ N011 (5024.0mm, V)","tav5_topology_connections_v07.csv",INF_DA_QUOTARE,SINGLE_SOURCE,"","Verify connection on original drawings (TAV.5)","",connessioni
C016,connessione,"N011 ↔ N015 (1193.4mm, V)","tav5_topology_connections_v07.csv",INF_DA_QUOTARE,SINGLE_SOURCE,"","Verify connection on original drawings (TAV.5)","",connessioni
C017,connessione,"N003 ↔ N063 (3579.6mm)","tav5_topology_connections_v07.csv",INF_DA_QUOTARE,INVALID_REFERENCE,"Node(s) N063 not in 57-node topology","Topology file incomplete — recover ABACO_TOPOLOGICO_TAV5_v11.csv or equivalent","",connessioni
C018,connessione,"N018 ↔ N063 (1352.2mm)","tav5_topology_connections_v07.csv",INF_DA_QUOTARE,INVALID_REFERENCE,"Node(s) N063 not in 57-node topology","Topology file incomplete — recover ABACO_TOPOLOGICO_TAV5_v11.csv or equivalent","",connessioni
C019,connessione,"N004 ↔ N066 (3703.7mm)","tav5_topology_connections_v07.csv",INF_DA_QUOTARE,INVALID_REFERENCE,"Node(s) N066 not in 57-node topology","Topology file incomplete — recover ABACO_TOPOLOGICO_TAV5_v11.csv or equivalent","",connessioni
C020,connessione,"N005 ↔ N056 (845.2mm, H)","tav5_topology_connections_v07.csv",INF_DA_QUOTARE,SINGLE_SOURCE,"","Verify connection on original drawings (TAV.5)","",connessioni
C021,connessione,"N013 ↔ N045 (840.9mm, H)","tav5_topology_connections_v07.csv",INF_DA_QUOTARE,SINGLE_SOURCE,"","Verify connection on original drawings (TAV.5)","",connessioni
C022,connessione,"N045 ↔ N056 (580.2mm, H)","tav5_topology_connections_v07.csv",INF_DA_QUOTARE,SINGLE_SOURCE,"","Verify connection on original drawings (TAV.5)","",connessioni
C023,connessione,"N005 ↔ N091 (2146.1mm)","tav5_topology_connections_v07.csv",INF_DA_QUOTARE,INVALID_REFERENCE,"Node(s) N091 not in 57-node topology","Topology file incomplete — recover ABACO_TOPOLOGICO_TAV5_v11.csv or equivalent","",connessioni
C024,connessione,"N006 ↔ N007 (1384.8mm, H)","tav5_topology_connections_v07.csv",INF_DA_QUOTARE,SINGLE_SOURCE,"","Verify connection on original drawings (TAV.5)","",connessioni
C025,connessione,"N006 ↔ N044 (4203.4mm, H)","tav5_topology_connections_v07.csv",INF_DA_QUOTARE,SINGLE_SOURCE,"","Verify connection on original drawings (TAV.5)","",connessioni
